Account_Num,Provider_Num,City,Hosp_Name,Hosp_Address,Score,Acct_Name_Lookup,Reimbursement_Name_Lookup
47889,833323,1,0.0,1.0,2.0,MANHATTAN SURGICAL HOSPITAL LLC_1829 COLLEGE AVENUE_MANHATTAN_KS,"VIA CHRISTI HOSPITAL MANHATTAN, INC_1823 COLLEGE AVE_MANHATTAN_KS"
47857,824540,1,1.0,1.0,3.0,"ROME MEMORIAL HOSPITAL, INC_1500 NORTH JAMES STREET_ROME_NY","ROME MEMORIAL HOSPITAL, INC_1500 NORTH JAMES STREET_ROME_NY"
47832,730275,1,1.0,1.0,3.0,GEORGETOWN COMMUNITY HOSPITAL_1140 LEXINGTON ROAD_GEORGETOWN_KY,GEORGETOWN COMMUNITY HOSPITAL_1140 LEXINGTON ROAD_GEORGETOWN_KY
47818,220862,1,1.0,1.0,3.0,TENNOVA HEALTHCARE-NEWPORT MEDICAL CENTER_435 2ND ST_NEWPORT_TN,TENNOVA HEALTHCARE-NEWPORT MEDICAL CENTER_435 2ND ST_NEWPORT_TN
47808,323423,1,1.0,1.0,3.0,PACIFICA HOSPITAL OF THE VALLEY_9449 SAN FERNANDO RD_SUN VALLEY_CA,PACIFICA HOSPITAL OF THE VALLEY_9449 SAN FERNANDO RD_SUN VALLEY_CA
47805,799101,1,1.0,1.0,3.0,MERCY REGIONAL MEDICAL CENTER_800 E MAIN_VILLE PLATTE_LA,MERCY REGIONAL MEDICAL CENTER_800 E MAIN_VILLE PLATTE_LA
47797,757239,1,1.0,1.0,3.0,RIDGEVIEW MEDICAL CENTER_500 SOUTH MAPLE STREET_WACONIA_MN,RIDGEVIEW MEDICAL CENTER_500 SOUTH MAPLE STREET_WACONIA_MN
47765,344505,1,1.0,1.0,3.0,VIRGINIA HOSPITAL CENTER_1701 NORTH GEORGE MASON DRIVE_ARLINGTON_VA,VIRGINIA HOSPITAL CENTER_1701 NORTH GEORGE MASON DRIVE_ARLINGTON_VA
47763,264981,1,1.0,1.0,3.0,COVENANT MEDICAL CENTER_1447 N HARRISON_SAGINAW_MI,COVENANT MEDICAL CENTER_1447 N HARRISON_SAGINAW_MI
47699,668150,1,1.0,1.0,3.0,MEMORIAL HOSPITAL OF CARBONDALE_405 W JACKSON_CARBONDALE_IL,MEMORIAL HOSPITAL OF CARBONDALE_405 W JACKSON_CARBONDALE_IL
47679,660587,1,1.0,1.0,3.0,NAZARETH HOSPITAL_2601 HOLME AVE_PHILADELPHIA_PA,NAZARETH HOSPITAL_2601 HOLME AVE_PHILADELPHIA_PA
47637,663970,1,1.0,1.0,3.0,JAMAICA HOSPITAL MEDICAL CENTER_89TH AVENUE AND VAN WYCK EXPRESSWAY_JAMAICA_NY,JAMAICA HOSPITAL MEDICAL CENTER_89TH AVENUE AND VAN WYCK EXPRESSWAY_JAMAICA_NY
47571,882358,1,1.0,1.0,3.0,"DUNCAN REGIONAL HOSPITAL, INC_1407 WHISENANT DRIVE_DUNCAN_OK","DUNCAN REGIONAL HOSPITAL, INC_1407 WHISENANT DRIVE_DUNCAN_OK"
47570,687586,1,1.0,1.0,3.0,JOHNSON CITY MEDICAL CENTER_400 N STATE OF FRANKLIN RD_JOHNSON CITY_TN,JOHNSON CITY MEDICAL CENTER_400 N STATE OF FRANKLIN RD_JOHNSON CITY_TN
47561,689684,1,0.0,1.0,2.0,SUGAR LAND SURGICAL HOSPITAL LLP_16906 SOUTHWEST FREEWAY_SUGAR LAND_TX,HOUSTON METHODIST SUGARLAND HOSPITAL_16655 SOUTHWEST FREEWAY_SUGAR LAND_TX
47508,140742,1,1.0,1.0,3.0,D W MCMILLAN MEMORIAL HOSPITAL_1301 BELLEVILLE AVENUE_BREWTON_AL,D W MCMILLAN MEMORIAL HOSPITAL_1301 BELLEVILLE AVENUE_BREWTON_AL
47420,702766,1,1.0,1.0,3.0,MARYMOUNT HOSPITAL_12300 MCCRACKEN ROAD_GARFIELD HEIGHTS_OH,MARYMOUNT HOSPITAL_12300 MCCRACKEN ROAD_GARFIELD HEIGHTS_OH
47359,272929,1,1.0,1.0,3.0,NICHOLAS H NOYES MEMORIAL HOSPITAL_111  CLARA BARTON STREET_DANSVILLE_NY,NICHOLAS H NOYES MEMORIAL HOSPITAL_111  CLARA BARTON STREET_DANSVILLE_NY
47353,336973,1,1.0,1.0,3.0,VIDANT DUPLIN  HOSPITAL_401 N MAIN ST_KENANSVILLE_NC,VIDANT DUPLIN  HOSPITAL_401 N MAIN ST_KENANSVILLE_NC
47301,410022,1,1.0,1.0,3.0,ADVOCATE ILLINOIS MASONIC MEDICAL CENTER_836 WEST WELLINGTON AVENUE_CHICAGO_IL,ADVOCATE ILLINOIS MASONIC MEDICAL CENTER_836 WEST WELLINGTON AVENUE_CHICAGO_IL
47252,632091,1,1.0,1.0,3.0,MEMORIAL HEALTHCARE_826 WEST KING STREET_OWOSSO_MI,MEMORIAL HEALTHCARE_826 WEST KING STREET_OWOSSO_MI
47251,796226,1,0.0,1.0,2.0,NORTH MEMORIAL HEALTH_3300 OAKDALE NORTH_ROBBINSDALE_MN,NORTH MEMORIAL MEDICAL CENTER_3300 OAKDALE NORTH_ROBBINSDALE_MN
47200,306909,1,1.0,1.0,3.0,SSM HEALTH ST MARY'S HOSPITAL - JANESVILLE_3400 EAST RACINE STREET_JANESVILLE_WI,SSM HEALTH ST MARY'S HOSPITAL - JANESVILLE_3400 EAST RACINE STREET_JANESVILLE_WI
47181,101137,1,1.0,1.0,3.0,HEALTHALLIANCE HOSPITAL BROADWAY CAMPUS_396 BROADWAY_KINGSTON_NY,HEALTHALLIANCE HOSPITAL BROADWAY CAMPUS_396 BROADWAY_KINGSTON_NY
47145,668062,1,1.0,0.0,2.0,MEMORIAL HOSPITAL AT GULFPORT_4500 13TH STREET_GULFPORT_MS,MEMORIAL HOSPITAL AT GULFPORT_4500 13TH ST-P O BOX 1810_GULFPORT_MS
47132,874494,1,0.0,1.0,2.0,MENIFEE GLOBAL MEDICAL CENTER_28400 MCCALL B0ULEVARD_SUN CITY_CA,MENIFEE VALLEY MEDICAL CENTER_28400 MCCALL B0ULEVARD_SUN CITY_CA
47114,106101,1,1.0,1.0,3.0,TRIDENT MEDICAL CENTER_9330 MEDICAL PLAZA DR_CHARLESTON_SC,TRIDENT MEDICAL CENTER_9330 MEDICAL PLAZA DR_CHARLESTON_SC
47087,292673,1,1.0,1.0,3.0,MEDICAL CENTER HOSPITAL_500 W 4TH STREET_ODESSA_TX,MEDICAL CENTER HOSPITAL_500 W 4TH STREET_ODESSA_TX
47087,440034,1,0.0,1.0,2.0,MEDICAL CENTER HOSPITAL_500 W 4TH STREET_ODESSA_TX,ODESSA REGIONAL MEDICAL CENTER_520 E 6TH STREET_ODESSA_TX
47056,605720,1,1.0,1.0,3.0,INOVA ALEXANDRIA HOSPITAL_4320 SEMINARY RD_ALEXANDRIA_VA,INOVA ALEXANDRIA HOSPITAL_4320 SEMINARY RD_ALEXANDRIA_VA
46975,861071,1,0.0,1.0,2.0,ADVENTHEALTH OCALA_1500 SW 1ST AVE_OCALA_FL,MUNROE REGIONAL MEDICAL CENTER_1500 SW 1ST AVE_OCALA_FL
46951,321328,1,1.0,1.0,3.0,LARKIN COMMUNITY HOSPITAL PALM SPRINGS CAMPUS_1475 W 49TH ST_HIALEAH_FL,LARKIN COMMUNITY HOSPITAL PALM SPRINGS CAMPUS_1475 W 49TH ST_HIALEAH_FL
46927,501691,1,1.0,1.0,3.0,VAL VERDE REGIONAL MEDICAL CENTER_801 BEDELL AVE_DEL RIO_TX,VAL VERDE REGIONAL MEDICAL CENTER_801 BEDELL AVE_DEL RIO_TX
46914,460182,1,1.0,1.0,3.0,UPMC ST MARGARET_815 FREEPORT ROAD_PITTSBURGH_PA,UPMC ST MARGARET_815 FREEPORT ROAD_PITTSBURGH_PA
46909,454777,1,0.0,1.0,2.0,STILLWATER MEDICAL CENTER_1323 WEST 6TH STREET_STILLWATER_OK,STILLWATER MEDICAL CENTER AUTHORITY_1323 WEST 6TH STREET_STILLWATER_OK
46905,602103,1,1.0,1.0,3.0,JOHNSTON HEALTH_509 BRIGHT LEAF BLVD_SMITHFIELD_NC,JOHNSTON HEALTH_509 BRIGHT LEAF BLVD_SMITHFIELD_NC
46895,723772,1,1.0,1.0,3.0,BRIGHAM AND WOMEN'S HOSPITAL_75 FRANCIS STREET_BOSTON_MA,BRIGHAM AND WOMEN'S HOSPITAL_75 FRANCIS STREET_BOSTON_MA
46893,788426,1,1.0,1.0,3.0,PROVIDENCE HOLY FAMILY HOSPITAL_5633 NORTH LIDGERWOOD_SPOKANE_WA,PROVIDENCE HOLY FAMILY HOSPITAL_5633 NORTH LIDGERWOOD_SPOKANE_WA
46864,766793,1,1.0,1.0,3.0,ANDERSON HOSPITAL_6800 STATE ROUTE 162_MARYVILLE_IL,ANDERSON HOSPITAL_6800 STATE ROUTE 162_MARYVILLE_IL
46858,775584,1,1.0,1.0,3.0,MAIN LINE HOSPITAL LANKENAU_100 LANCASTER AVE_WYNNEWOOD_PA,MAIN LINE HOSPITAL LANKENAU_100 LANCASTER AVE_WYNNEWOOD_PA
46790,846901,1,1.0,1.0,3.0,TULANE MEDICAL CENTER_1415 TULANE AVE_NEW ORLEANS_LA,TULANE MEDICAL CENTER_1415 TULANE AVE_NEW ORLEANS_LA
46772,452480,1,1.0,1.0,3.0,JOHNS HOPKINS BAYVIEW MEDICAL CENTER_4940 EASTERN AVENUE_BALTIMORE_MD,JOHNS HOPKINS BAYVIEW MEDICAL CENTER_4940 EASTERN AVENUE_BALTIMORE_MD
46771,597788,1,1.0,1.0,3.0,ASHTABULA COUNTY MEDICAL CENTER_2420 LAKE AVENUE_ASHTABULA_OH,ASHTABULA COUNTY MEDICAL CENTER_2420 LAKE AVENUE_ASHTABULA_OH
46709,616036,1,1.0,1.0,3.0,ALLIANCE COMMUNITY HOSPITAL_200 EAST STATE STREET_ALLIANCE_OH,ALLIANCE COMMUNITY HOSPITAL_200 EAST STATE STREET_ALLIANCE_OH
46651,321438,1,1.0,1.0,3.0,ST PATRICK HOSPITAL_500 W BROADWAY_MISSOULA_MT,ST PATRICK HOSPITAL_500 W BROADWAY_MISSOULA_MT
46626,690188,1,1.0,1.0,3.0,OSCEOLA REGIONAL MEDICAL CENTER_700 WEST OAK STREET_KISSIMMEE_FL,OSCEOLA REGIONAL MEDICAL CENTER_700 WEST OAK STREET_KISSIMMEE_FL
46625,190394,1,1.0,1.0,3.0,ST ANTHONY HOSPITAL_11567 CANTERWOOD BOULEVARD NW_GIG HARBOR_WA,ST ANTHONY HOSPITAL_11567 CANTERWOOD BOULEVARD NW_GIG HARBOR_WA
46619,881502,1,1.0,1.0,3.0,UNIVERSITY MEDICAL CENTER_602 INDIANA AVENUE_LUBBOCK_TX,UNIVERSITY MEDICAL CENTER_602 INDIANA AVENUE_LUBBOCK_TX
46609,148409,1,1.0,1.0,3.0,GEARY COMMUNITY HOSPITAL_1102 ST MARY'S ROAD_JUNCTION CITY_KS,GEARY COMMUNITY HOSPITAL_1102 ST MARY'S ROAD_JUNCTION CITY_KS
46557,251464,1,1.0,1.0,3.0,EISENHOWER MEDICAL CENTER_39-000 BOB HOPE DRIVE_RANCHO MIRAGE_CA,EISENHOWER MEDICAL CENTER_39-000 BOB HOPE DRIVE_RANCHO MIRAGE_CA
46528,724884,1,1.0,1.0,3.0,WILCOX MEMORIAL HOSPITAL_3-3420 KUHIO HIGHWAY_LIHUE_HI,WILCOX MEMORIAL HOSPITAL_3-3420 KUHIO HIGHWAY_LIHUE_HI
46500,631601,1,1.0,1.0,3.0,GOOD SAMARITAN HOSPITAL_520 S 7TH ST_VINCENNES_IN,GOOD SAMARITAN HOSPITAL_520 S 7TH ST_VINCENNES_IN
46468,340688,1,1.0,0.0,2.0,UNIVERSITY OF COLORADO HOSPITAL AUTHORITY_12605 E 16TH AVE_AURORA_CO,UNIVERSITY OF COLORADO HOSPITAL AUTHORITY_12605 EAST 16TH AVENUE_AURORA_CO
46467,351310,1,1.0,1.0,3.0,AVOYELLES HOSPITAL_4231 HIGHWAY 1192_MARKSVILLE_LA,AVOYELLES HOSPITAL_4231 HIGHWAY 1192_MARKSVILLE_LA
46442,520689,1,1.0,1.0,3.0,TACOMA GENERAL ALLENMORE HOSPITAL_315 S MLK JR WAY_TACOMA_WA,TACOMA GENERAL ALLENMORE HOSPITAL_315 S MLK JR WAY_TACOMA_WA
46408,630993,1,1.0,1.0,3.0,WALKER BAPTIST MEDICAL CENTER_3400 HIGHWAY 78 EAST_JASPER_AL,WALKER BAPTIST MEDICAL CENTER_3400 HIGHWAY 78 EAST_JASPER_AL
46286,129386,1,1.0,1.0,3.0,CHRIST HOSPITAL_2139 AUBURN AVENUE_CINCINNATI_OH,CHRIST HOSPITAL_2139 AUBURN AVENUE_CINCINNATI_OH
46271,496141,1,1.0,1.0,3.0,UNIVERSITY MEDICAL CENTER NEW ORLEANS_2000 CANAL STREET_NEW ORLEANS_LA,UNIVERSITY MEDICAL CENTER NEW ORLEANS_2000 CANAL STREET_NEW ORLEANS_LA
46258,886171,1,1.0,1.0,3.0,SSM HEALTH ST. MARY'S HOSPITAL-AUDRAIN_620 E MONROE_MEXICO_MO,SSM HEALTH ST. MARY'S HOSPITAL-AUDRAIN_620 E MONROE_MEXICO_MO
46192,458677,1,1.0,1.0,3.0,SHERMAN HOSPITAL_1425 NORTH RANDALL ROAD_ELGIN_IL,SHERMAN HOSPITAL_1425 NORTH RANDALL ROAD_ELGIN_IL
46174,866931,1,1.0,1.0,3.0,ST FRANCIS HOSPITAL_7TH AND CLAYTON STS_WILMINGTON_DE,ST FRANCIS HOSPITAL_7TH AND CLAYTON STS_WILMINGTON_DE
46135,233560,1,1.0,1.0,3.0,TRISTAR HORIZON MEDICAL CENTER_111 HIGHWAY 70 EAST_DICKSON_TN,TRISTAR HORIZON MEDICAL CENTER_111 HIGHWAY 70 EAST_DICKSON_TN
46128,112908,1,1.0,1.0,3.0,RARITAN BAY MEDICAL CENTER PERTH AMBOY DIVISION_530 NEW BRUNSWICK AVE_PERTH AMBOY_NJ,RARITAN BAY MEDICAL CENTER PERTH AMBOY DIVISION_530 NEW BRUNSWICK AVE_PERTH AMBOY_NJ
46115,839987,1,1.0,1.0,3.0,SOUTHEAST ALABAMA MEDICAL CENTER_1108 ROSS CLARK CIRCLE_DOTHAN_AL,SOUTHEAST ALABAMA MEDICAL CENTER_1108 ROSS CLARK CIRCLE_DOTHAN_AL
46108,157884,1,1.0,1.0,3.0,LOWELL GENERAL HOSPITAL_295 VARNUM AVENUE_LOWELL_MA,LOWELL GENERAL HOSPITAL_295 VARNUM AVENUE_LOWELL_MA
46092,402102,1,1.0,1.0,3.0,ST MARY'S MEDICAL CENTER_901 45TH ST_WEST PALM BEACH_FL,ST MARY'S MEDICAL CENTER_901 45TH ST_WEST PALM BEACH_FL
46049,127702,1,1.0,1.0,3.0,UT SOUTHWESTERN UNIVERSITY HOSPITAL_6201 HARRY HINES BLVD_DALLAS_TX,UT SOUTHWESTERN UNIVERSITY HOSPITAL_6201 HARRY HINES BLVD_DALLAS_TX
46049,471446,1,0.0,1.0,2.0,UT SOUTHWESTERN UNIVERSITY HOSPITAL_6201 HARRY HINES BLVD_DALLAS_TX,PARKLAND HEALTH AND HOSPITAL SYSTEM_5200 HARRY HINES BLVD_DALLAS_TX
46042,873469,1,1.0,1.0,3.0,GRAND ITASCA CLINIC AND HOSPITAL_1601 GOLF COURSE ROAD_GRAND RAPIDS_MN,GRAND ITASCA CLINIC AND HOSPITAL_1601 GOLF COURSE ROAD_GRAND RAPIDS_MN
46005,297423,1,0.0,1.0,2.0,CHAN SOON- SHIONG MEDICAL CENTER AT WINDBER_600 SOMERSET AVENUE_WINDBER_PA,WINDBER HOSPITAL_600 SOMERSET AVENUE_WINDBER_PA
45997,833198,1,1.0,1.0,3.0,GOOD SAMARITAN MEDICAL CENTER_1309 N FLAGLER DR_WEST PALM BEACH_FL,GOOD SAMARITAN MEDICAL CENTER_1309 N FLAGLER DR_WEST PALM BEACH_FL
45995,736824,1,1.0,1.0,3.0,ST TAMMANY PARISH HOSPITAL_1202 S TYLER STREET_COVINGTON_LA,ST TAMMANY PARISH HOSPITAL_1202 S TYLER STREET_COVINGTON_LA
45994,765155,1,0.0,1.0,2.0,ADVENTHEALTH CARROLLWOOD_7171 N DALE MABRY HWY_TAMPA_FL,FLORIDA HOSPITAL CARROLLWOOD_7171 N DALE MABRY HWY_TAMPA_FL
45988,180871,1,1.0,1.0,3.0,"CARY MEDICAL CENTER_163 VAN BUREN RD, SUITE 1_CARIBOU_ME","CARY MEDICAL CENTER_163 VAN BUREN RD, SUITE 1_CARIBOU_ME"
45956,859005,1,1.0,1.0,3.0,KENTUCKY RIVER MEDICAL CENTER_540 JETT DRIVE_JACKSON_KY,KENTUCKY RIVER MEDICAL CENTER_540 JETT DRIVE_JACKSON_KY
45855,732469,1,1.0,1.0,3.0,METHODIST RICHARDSON MEDICAL CENTER_2831 E PRESIDENT GEORGE BUSH HIGHWAY_RICHARDSON_TX,METHODIST RICHARDSON MEDICAL CENTER_2831 E PRESIDENT GEORGE BUSH HIGHWAY_RICHARDSON_TX
45829,404277,1,1.0,1.0,3.0,MOBILE INFIRMARY MEDICAL CENTER_5 MOBILE INFIRMARY CIRCLE_MOBILE_AL,MOBILE INFIRMARY MEDICAL CENTER_5 MOBILE INFIRMARY CIRCLE_MOBILE_AL
45824,437350,1,1.0,1.0,3.0,UNIVERSITY OF MD ST JOSEPH MEDICAL CENTER_7601 OSLER DRIVE_TOWSON_MD,UNIVERSITY OF MARYLAND ST JOSEPH MEDICAL CENTER_7601 OSLER DRIVE_TOWSON_MD
45815,507224,1,1.0,1.0,3.0,HANCOCK REGIONAL HOSPITAL_801 N STATE ST_GREENFIELD_IN,HANCOCK REGIONAL HOSPITAL_801 N STATE ST_GREENFIELD_IN
45722,268781,1,1.0,1.0,3.0,SAINT FRANCIS MEDICAL CENTER_211 ST FRANCIS DR_CAPE GIRARDEAU_MO,SAINT FRANCIS MEDICAL CENTER_211 ST FRANCIS DR_CAPE GIRARDEAU_MO
45689,706050,1,1.0,1.0,3.0,"SAINT JOSEPH'S HOSPITAL OF ATLANTA, INC_5665 PEACHTREE DUNWOODY ROAD_ATLANTA_GA","SAINT JOSEPH'S HOSPITAL OF ATLANTA, INC_5665 PEACHTREE DUNWOODY ROAD_ATLANTA_GA"
45659,280397,1,0.0,1.0,2.0,MULTICARE DEACONESS HOSPITAL_W 800 FIFTH AVENUE_SPOKANE_WA,DEACONESS HOSPITAL_W 800 FIFTH AVENUE_SPOKANE_WA
45607,198884,1,1.0,1.0,3.0,MERCY HOSPITAL SPRINGFIELD_1235 E CHEROKEE_SPRINGFIELD_MO,MERCY HOSPITAL SPRINGFIELD_1235 E CHEROKEE_SPRINGFIELD_MO
45584,716815,1,1.0,1.0,3.0,BAPTIST MEDICAL CENTER SOUTH_2105 EAST SOUTH BOULEVARD_MONTGOMERY_AL,BAPTIST MEDICAL CENTER SOUTH_2105 EAST SOUTH BOULEVARD_MONTGOMERY_AL
45584,289643,1,1.0,0.0,2.0,BAPTIST MEDICAL CENTER SOUTH_2105 EAST SOUTH BOULEVARD_MONTGOMERY_AL,BAPTIST MEDICAL CENTER EAST_400 TAYLOR ROAD_MONTGOMERY_AL
45580,300296,1,0.0,1.0,2.0,"KAISER FOUNDATION HOSPITAL, RIVERSIDE_10800 MAGNOLIA AVENUE_RIVERSIDE_CA",RIVERSIDE COMMUNITY HOSPITAL_4445 MAGNOLIA AVENUE_RIVERSIDE_CA
45529,305151,1,1.0,1.0,3.0,KNAPP MEDICAL CENTER_1401 EAST EIGHT STREET_WESLACO_TX,KNAPP MEDICAL CENTER_1401 EAST EIGHT STREET_WESLACO_TX
45528,115546,1,1.0,1.0,3.0,PLATTE VALLEY MEDICAL CENTER_1600 PRAIRIE CENTER PKWY_BRIGHTON_CO,PLATTE VALLEY MEDICAL CENTER_1600 PRAIRIE CENTER PARKWAY_BRIGHTON_CO
45507,485955,1,1.0,1.0,3.0,SAINT FRANCIS HOSPITAL MUSKOGEE_300 ROCKEFELLER DRIVE_MUSKOGEE_OK,SAINT FRANCIS HOSPITAL MUSKOGEE_300 ROCKEFELLER DRIVE_MUSKOGEE_OK
45471,757140,1,1.0,1.0,3.0,CEDARS-SINAI MEDICAL CENTER_8700 BEVERLY BLVD_LOS ANGELES_CA,CEDARS-SINAI MEDICAL CENTER_8700 BEVERLY BLVD_LOS ANGELES_CA
45455,775726,1,0.0,1.0,2.0,SAMARITAN HOSPITAL-ST MARY'S CAMPUS_1300 MASSACHUSETTS AVENUE_TROY_NY,ST MARY'S HOSPITAL ( TROY )_1300 MASSACHUSETTS AVENUE_TROY_NY
45434,625624,1,1.0,1.0,3.0,WHITE PLAINS HOSPITAL CENTER_41 EAST POST R0AD_WHITE PLAINS_NY,WHITE PLAINS HOSPITAL CENTER_41 EAST POST R0AD_WHITE PLAINS_NY
45360,544919,1,1.0,1.0,3.0,AURORA MEDICAL CENTER_975 PORT WASHINGTON ROAD_GRAFTON_WI,AURORA MEDICAL CENTER_975 PORT WASHINGTON ROAD_GRAFTON_WI
45266,436738,1,1.0,1.0,3.0,MATAGORDA REGIONAL MEDICAL CENTER_104 7TH STREET_BAY CITY_TX,MATAGORDA REGIONAL MEDICAL CENTER_104 7TH STREET_BAY CITY_TX
45206,325921,1,1.0,1.0,3.0,ST JOSEPH HOSPITAL_700 BROADWAY_FORT WAYNE_IN,ST JOSEPH HOSPITAL_700 BROADWAY_FORT WAYNE_IN
45174,851723,1,1.0,1.0,3.0,PENN PRESBYTERIAN MEDICAL CENTER_51 NORTH 39TH STREET_PHILADELPHIA_PA,PENN PRESBYTERIAN MEDICAL CENTER_51 NORTH 39TH STREET_PHILADELPHIA_PA
45162,163388,1,1.0,1.0,3.0,SANTA ROSA MEMORIAL HOSPITAL_1165 MONTGOMERY DR_SANTA ROSA_CA,SANTA ROSA MEMORIAL HOSPITAL_1165 MONTGOMERY DR_SANTA ROSA_CA
45160,669731,1,1.0,1.0,3.0,DUKE REGIONAL HOSPITAL_3643 N ROXBORO STREET_DURHAM_NC,DUKE REGIONAL HOSPITAL_3643 N ROXBORO ROAD_DURHAM_NC
45123,775141,1,1.0,1.0,3.0,GRANDVIEW MEDICAL CENTER_3690 GRANDVIEW PARKWAY_BIRMINGHAM_AL,GRANDVIEW MEDICAL CENTER_3690 GRANDVIEW PARKWAY_BIRMINGHAM_AL
45114,614164,1,1.0,1.0,3.0,UNIVERSITY OF TN MEDICAL CENTER (THE)_1924 ALCOA HIGHWAY_KNOXVILLE_TN,UNIVERSITY OF TN MEDICAL CENTER (THE)_1924 ALCOA HIGHWAY_KNOXVILLE_TN
45110,354448,1,1.0,1.0,3.0,SAINT LUKES NORTH HOSPITAL_5830 N W BARRY ROAD_KANSAS CITY_MO,SAINT LUKES NORTHLAND HOSPITAL_5830 N W BARRY ROAD_KANSAS CITY_MO
45091,379070,1,1.0,1.0,3.0,NORTH VISTA HOSPITAL_1409 EAST LAKE MEAD BLVD_NORTH LAS VEGAS_NV,NORTH VISTA HOSPITAL_1409 EAST LAKE MEAD BLVD_NORTH LAS VEGAS_NV
45076,713859,1,1.0,1.0,3.0,MEASE DUNEDIN HOSPITAL_601 MAIN ST_DUNEDIN_FL,MEASE DUNEDIN HOSPITAL_601 MAIN ST_DUNEDIN_FL
45069,422341,1,1.0,1.0,3.0,FLAGSTAFF MEDICAL CENTER_1200 NORTH BEAVER STREET_FLAGSTAFF_AZ,FLAGSTAFF MEDICAL CENTER_1200 NORTH BEAVER STREET_FLAGSTAFF_AZ
44963,616758,1,1.0,1.0,3.0,THEDACARE REGIONAL MEDICAL CENTER - NEENAH INC_130 2ND ST_NEENAH_WI,THEDACARE REGIONAL MEDICAL CENTER - NEENAH INC_130 2ND ST_NEENAH_WI
44936,516351,1,1.0,1.0,3.0,THREE RIVERS MEDICAL CENTER_2485 HIGHWAY 644_LOUISA_KY,THREE RIVERS MEDICAL CENTER_2485 HIGHWAY 644_LOUISA_KY
44843,702632,1,1.0,1.0,3.0,SOUTHERN HILLS HOSPITAL AND MEDICAL CENTER_9300 WEST SUNSET RD_LAS VEGAS_NV,SOUTHERN HILLS HOSPITAL AND MEDICAL CENTER_9300 WEST SUNSET RD_LAS VEGAS_NV
44838,255555,1,1.0,1.0,3.0,PALO PINTO GENERAL HOSPITAL_400 SOUTHWEST 25 AVE_MINERAL WELLS_TX,PALO PINTO GENERAL HOSPITAL_400 SOUTHWEST 25 AVE_MINERAL WELLS_TX
44835,165134,1,1.0,1.0,3.0,HILL REGIONAL HOSPITAL_101 CIRCLE DRIVE_HILLSBORO_TX,HILL REGIONAL HOSPITAL_101 CIRCLE DRIVE_HILLSBORO_TX
44822,551005,1,1.0,1.0,3.0,COMMUNITY HOSPITAL_901 MACARTHUR BLVD_MUNSTER_IN,COMMUNITY HOSPITAL_901 MACARTHUR BLVD_MUNSTER_IN
44764,643595,1,1.0,1.0,3.0,TYLER MEMORIAL HOSPITAL_5950 STATE ROUTE 6 WEST_TUNKHANNOCK_PA,TYLER MEMORIAL HOSPITAL_5950 STATE ROUTE 6 WEST_TUNKHANNOCK_PA
44763,387780,1,1.0,1.0,3.0,COVENANT HOSPITAL PLAINVIEW_2601 DIMMITT RD_PLAINVIEW_TX,COVENANT HOSPITAL PLAINVIEW_2601 DIMMITT RD_PLAINVIEW_TX
44728,345546,1,1.0,1.0,3.0,REDLANDS COMMUNITY HOSPITAL_350 TERRACINA BLVD_REDLANDS_CA,REDLANDS COMMUNITY HOSPITAL_350 TERRACINA BLVD_REDLANDS_CA
44683,459541,1,1.0,1.0,3.0,TYLER COUNTY HOSPITAL_1100 WEST BLUFF_WOODVILLE_TX,TYLER COUNTY HOSPITAL_1100 WEST BLUFF_WOODVILLE_TX
44669,443700,1,1.0,1.0,3.0,DUKE UNIVERSITY HOSPITAL_PO BOX 3814 DUMC  ERWIN RD_DURHAM_NC,DUKE UNIVERSITY HOSPITAL_PO BOX 3814 DUMC  ERWIN RD_DURHAM_NC
44653,788860,1,1.0,1.0,3.0,O'CONNOR HOSPITAL_2105 FOREST AVENUE_SAN JOSE_CA,O'CONNOR HOSPITAL_2105 FOREST AVENUE_SAN JOSE_CA
44622,806128,1,0.0,1.0,2.0,SANTA CRUZ VALLEY REGIONAL HOSPITAL_4455 SOUTH I-19 FRONTAGE ROAD_GREEN VALLEY_AZ,GREEN VALLEY HOSPITAL_4455 SOUTH I-19 FRONTAGE ROAD_GREEN VALLEY_AZ
44615,730642,1,1.0,1.0,3.0,OZARKS MEDICAL CENTER_1100 KENTUCKY AVE_WEST PLAINS_MO,OZARKS MEDICAL CENTER_1100 KENTUCKY AVE_WEST PLAINS_MO
44538,393798,1,1.0,1.0,3.0,HENRICO DOCTORS' HOSPITAL_1602 SKIPWITH ROAD_RICHMOND_VA,HENRICO DOCTORS' HOSPITAL_1602 SKIPWITH ROAD_RICHMOND_VA
44492,491617,1,1.0,1.0,3.0,WHEELING HOSPITAL_1 MEDICAL PARK_WHEELING_WV,WHEELING HOSPITAL_1 MEDICAL PARK_WHEELING_WV
44467,146724,1,1.0,1.0,3.0,UNITYPOINT HEALTH - MERITER_202 S PARK ST_MADISON_WI,UNITYPOINT HEALTH - MERITER_202 S PARK ST_MADISON_WI
44430,446208,1,1.0,1.0,3.0,SUTTER SANTA ROSA REGIONAL HOSPITAL_30 MARK WEST SPRINGS ROAD_SANTA ROSA_CA,SUTTER SANTA ROSA REGIONAL HOSPITAL_30 MARK WEST SPRINGS ROAD_SANTA ROSA_CA
